sent_id	left_context	pivot	right_context
train-s5365	वित्तमंत्री पी. चिदंबरम के सलाहकार पार्थसारथी शोम ने 	कहा	 है कि उद्योग चैंबरों से व्यापक विमर्श के बाद सरकार एफबीटी की समीक्षा के निष्कर्षो को सार्वजनिक करेगी । 
train-s5396	उन्होंने 	कहा	 कि जमा लागत में बढ़ोतरी का भार ग्राहकों पर डालने के अलावा बैंक के पास कोई विकल्प नहीं है । 
train-s5423	एक गवाह ने कहा है कि हत्या से कुछ दिन पहले शंकररमन ने 	कहा	 था कि यदि उसे कुछ होता है तो इसके लिए शंकराचार्य ही जिम्मेदार होंगे । 
train-s5466	इस टीम के अन्य सदस्य टिमोथी आर. यंग ने 	बताया	 कि दुनिया भर से विज्ञानियों द्वारा जुटाए गए आंकड़ों के अध्ययन से भविष्य में शुक्र जैसे छोटे ग्रहों की खोज करने में मदद मिलेगी । 
train-s5498	संसदीय कार्यमंत्री गुलाम नबी आजाद से मिलकर निकले भाजपा प्रवक्ता वी. के. मल्होत्रा ने दोटूक शब्दों में 	कहा	 कि इस संसद की कार्यवाही तब तक सुचारु रूप से नहीं चलेगी जब तक दागी मंत्री पद से हटा नहीं दिए जाते । 
train-s5520	सत्ताधारी दल ने जब सदन की गरिमा का प्रश्न उठाया तो स्वराज ने 	कहा	 कि उन्हें पता है कि सदन की गरिमा क्या होती है । 
train-s5521	उनका 	कहना	 था कि अगर हमारा समाधान नहीं हुआ तो सदन की कार्यवाही आगे नहीं चलेगी । 
train-s5551	तेल घोटाले में घिरे केंद्रीय मंत्री नटवर सिंह ने मंगलवार को चुप्पी तोड़ते हुए 	कहा	 कि वे संसद में अपने ऊपर लगे आरोपों का जवाब देंगे । 
train-s5634	अमृतसर स्थित इस संस्था के महासचिव सुखदेव सिंह भौर कहते हैं कि सरकार को 	चाहिए	 कि वह धार्मिक, सामाजिक और राजनीतिक दलों के नेताओं की बैठक बुलाकर इस तरह के अवसरों पर निकलने वाले जुलूसों पर समान नियम बनाए । 
train-s5717	अखिल भारतीय उद्योग व्यापार मंडल के अध्यक्ष संदीप बंसल ने बुधवार को एक दिन की सांकेतिक हड़ताल के बाद संवाददाताओं को 	बताया	 कि वह पूरे भारत में २९ मार्च से १ अप्रैल तक ९६ घंटे का बंद रखेंगे । 
train-s5720	उन्होंने 	कहा	 कि वह किसी भी हद तक लड़ेंगे लेकिन वैट को स्वीकार नहीं करेंगे । 
train-s5722	उन्होंने 	बताया	 कि व्यापारी सभी जिला मुख्यालयों पर १६ मार्च को प्रदर्शन करेंगे । 
train-s5745	पाकिस्तान ने 	कहा	 है कि जम्मू - कश्मीर में बगलिहार पनबिजली परियोजना पर गतिरोध दूर करने के लिए हुई वार्ता की असफलता का दोनों देशों के बीच चल रही वार्ता प्रक्रिया पर सीधे तौर पर असर नहीं पड़ेगा, लेकिन इसका परोक्ष प्रभाव पड़ सकता है । 
train-s5746	पाकिस्तान के विदेश विभाग के प्रवक्ता मसूद खान ने बीबीसी से एक साक्षात्कार में 	बताया	 कि वार्ता प्रक्रिया पर बगलिहार का मुद्दा सीधे तौर पर तो कोई प्रभाव नहीं डालेगा । 
train-s5750	एक सवाल के जवाब में उन्होंने 	कहा	 कि वार्ता द्वारा इस मुद्दे को सुलझाना हमारी प्राथमिकता थी और हमने इसकी पूरी कोशिश भी की । 
train-s5753	उन्होंने 	कहा	 कि हाल में हुई वार्ता के नतीजों को ध्यान में रखकर ही हम अगला कदम उठाएंगे । 
train-s5789	मोहन सिंह ने 	कहा	 कि केंद्र सरकार तिब्बत के बारे में सार्वजनिक रूप से कुछ भी कहने के लिए तैयार नहीं है । 
train-s5854	चुनाव पुरानी व्यवस्था से कराए जाने की मांग कर, नई व्यवस्था के खिलाफ आवाज उठाने वाले याची एवं वरिष्ठ पत्रकार कुलदीप नैय्यर की ओर से वरिष्ठ अधिवक्ता राजेंद्र सच्चर ने 	कहा	 कि नई व्यवस्था के अनुसार गोपनीय मतदान प्रणाली की व्यवस्था लागू करना लोकतांत्रिक व्यवस्था के खिलाफ है । 
train-s5924	नई दिल्ली में विदेश मंत्रालय के प्रवक्ता नवतेज सरना ने बुधवार को संवाददाताओं को 	बताया	 कि विदेश मंत्री कल सुबह वाशिंगटन रवाना होंगे जहां वह भारत और अमरीका के द्विपक्षीय संबंधों में हाल के घटनाक्रमों के साथ - साथ साझा हितों वाले क्षेत्रीय और अंतर्राष्ट्रीय मुद्दों पर भी बातचीत करेंगे । 
train-s5931	इसके अलावा पाकिस्तानी विदेश मंत्री खुर्शीद कसूरी ने पाकिस्तान में भारतीय उच्चायुक्त शिवशंकर मेनन से मुलाकात के दौरान बुधवार को 	कहा	 कि ईरान से भारत तक आने वाली गैस पाइपलाइन के पाकिस्तान में पड़ रहे हिस्से की सुरक्षा की जिम्मेदारी लेने में उन्हें बहुत खुशी होगी । 
train-s5940	उन्होंने 	कहा	 कि यदि पाकिस्तान के राष्ट्रपति इस सिरीज का कोई एक मैच देखने भारत आना चाहते हैं तो हम उनका स्वागत करेंगे । 
train-s6002	नायर ने 	कहा	 कि प्रस्तावित 'चंद्रायन मून मिशन' इसरो के लिए मील का पत्थर साबित होगा । 
train-s6023	अहमद ने 	कहा	 कि भारत नेपाल में राजनीतिक स्थिरता की बहाली और आर्थिक समृद्धि के लिए हर संभव सहयोग देने के लिए प्रतिबद्ध है । 
train-s6054	पुलिस अधिकारी ने 	बताया	 कि हमारी सेना किसी भी तनावपूर्ण स्थिति का मुकाबला करने के लिए तैयारी में है । 
train-s6064	उन्होंने 	कहा	 कि आपको याद होगा कि वर्ष १९७७ में जनता सरकार में जब मैं उद्योग मंत्री था तो मैंने कोला कंपनियों को किस तरह भारत से भागने पर मजबूर कर दिया था । 
train-s6159	अदालत ने 	कहा	 कि संबंधित समिति चार महीने के भीतर अपनी जांच रिपोर्ट सौंपेगी । 
train-s6160	अदालत ने 	कहा	 कि निचली अदालत में चल रही सुनवाई जारी रहेगी । 
train-s6164	अदालत ने 	कहा	 कि यह पता चलना काफी जरूरी है कि कौन सच बोल रहा है और इस पूरे मामले में सच्चाई क्या है? 
train-s6206	राष्ट्रीय अध्यक्ष ने 	कहा	 बेरोजगारों और महिलाओं के लिए संचार क्षेत्र में कई योजनाएं जल्द ही अमलीजामा पहनेंगी । 
train-s6209	उन्होंने विश्वास 	जताया	 कि राजीव गांधी फाउंडेशन तथा इंपैक्ट इंडिया फाउंडेशन एवं संजय गांधी मेमोरियल ट्रस्ट की ओर से एक महीने के लिए बछरावां में आयोजित इस शिविर का छह हजार मरीज फायदा उठाएंगे । 
train-s6253	मुस्लिम समुदाय के नेताओं ने लोगों से अपील करते हुए 	कहा	 कि वे अफवाहों पर कतई ध्यान न दे और ईद का त्यौहार आपसी भाईचारे के साथ मनाएं । 
train-s6284	मंत्रालय ने चैनलों को निर्देश 	दिया	 है कि वे प्रसारण के दौरान स्क्रॉल के माध्यम से दर्शकों को कहें कि, 'सूचना एवं प्रसारण मंत्रालय ने कार्यक्रम प्रस्तुति की आचार संहिता की अवहेलना के लिए चैनलों को चेतावनी दी है । 
train-s6296	पैगंबर मोहम्मद साहब की जयंती ईद - मिलाद - उन - नबी के मौके पर मुसलमानों को बधाई देते हुए वरिष्ठ भाजपा नेता ने 	कहा	 कि भारत की अखंडता को मजबूत बनाने के लिए हिंदू - मुस्लिम एकता जरूरी है । 
train-s6303	उन्होंने 	कहा	 कि शैक्षिक संस्थानों में आरक्षण का कोटा बढ़ाने के मामले में सरकार की ओर से प्रस्ताव आने के बाद ही भाजपा अपना विचार व्यक्त करेगी । 
train-s6309	इससे पूर्व नेहरू सेंटर द्वारा आयोजित 'नेहरूवाद के नए आयाम' विषय पर अपना व्याख्यान देते हुए नटवर ने कहा कि भारत के पहले प्रधानमंत्री जवाहर लाल नेहरू 	चाहते	 थे कि गुटनिरपेक्ष आंदोलन (नाम) बदलती परिस्थितियों के साथ कायम रहे । 
train-s6351	मुख्यमंत्रियों को खासतौर पर आगाह 	किया	 जाएगा कि वह संगठन और सरकार के बीच तालमेल बिठाकर चलें । 
train-s6360	पूर्व में पार्टी ने फैसला 	लिया	 था कि भाजपा शासित राज्य वैट लागू नहीं करेंगे, लेकिन अब इसे लागू हुए नौ - दस महीने हो चुके हैं और इस पर पार्टी की भावी रणनीति क्या होगी, यह भी बैठक में तय होने की उम्मीद है । 
train-s6363	पार्टी ने 	कहा	 कि संसद के बजट सत्र के दौरान वह दूरसंचार और अन्य प्रमुख क्षेत्रों में एफडीआई सीमा बढ़ाने के मुद्दे पर माकपा की भूमिका पर नजर रखेगी । 
train-s6371	रिश्तों में सुधार की कोशिशों को एक नया आयाम उस वक्त मिला, जब पाकिस्तान ने बुधवार को एक महत्वपूर्ण घोषणा में 	कहा	 कि वह जल्द ही ४४९ बंदियों को भारत को सौंपेगा । 
train-s6386	उम्मीद 	की	 जाती है कि पाकिस्तान भारत को सर्वोच्च वरीयता प्राप्त देश का दर्जा देने पर विचार करेगा । 
train-s6389	दिल्ली उच्च न्यायालय ने एक अहम फैसले में 	कहा	 है कि ट्रस्ट की संपत्ति के साथ लेन - देन के किसी प्रकार के व्यवहार से पहले अदालत की अनुमति लेनी जरूरी है । 
train-s6423	५५ फीसदी ग्लोबीजेंस का 	मानना	 था कि अगले १० वर्ष में भारत ओलंपिक खेल कराने के लिए होने वाले मतदान में बाजी मारने में सफल रहेगा । 
train-s6424	ऐसे ६६ फीसदी लोगों का 	मानना	 है कि भारत बिना बाहरी सहायता के अपनी घरेलू समस्याओं से निबटने में सक्षम है । 
train-s6517	पार्टी अध्यक्ष लाल कृष्ण आडवाणी ने शनिवार को पार्टी के केंद्रीय पदाधिकारियों की बैठक में 	कहा	 कि उत्तर प्रदेश पर ध्यान देना बहुत जरूरी है । 
train-s6520	कल्याण सिंह ने 	कहा	 कि उत्तर प्रदेश के बारे में कहने को बहुत सी बातें हैं । 
train-s6523	उन्होंने 	कहा	 कि उत्तर प्रदेश और बिहार में पार्टी की हालत के बारे में विचार करना जरूरी है । 
train-s6544	भारत का नाम लिए बगैर मुशर्रफ ने 	कहा	 कि यह मिसाइल भविष्य की चुनौतियों व पड़ोसियों के रणनीतिक विकास से निपटने में पूरी तरह से सक्षम है । 
train-s6549	तेलुगु देशम पार्टी (टीडीपी) के प्रमुख चंद्रबाबू नायडू ने शनिवार को 	कहा	 कि समाजवादी पार्टी अगर केंद्र सरकार के खिलाफ अविश्वास प्रस्ताव लाती है तो वह उसका समर्थन करेंगे । 
train-s6556	कई मुद्दों पर समाजवादी पार्टी के विचारों का समर्थन करते हुए नायडू ने 	कहा	 कि ईरान के खिलाफ भारत का निर्णय परंपरागत रूप से सही नहीं है, क्योंकि भारत ने इसके तहत अपनी व्यापार नीति तथा गुटनिरपेक्ष नीति को भी धक्का पहुंचाया है । 
train-s6558	इसके साथ ही नायडू ने पुष्टि करते हुए 	कहा	 कि यदि समाजवादी पार्टी अंततः ईरान पर मतदान कराए जाने के मुद्दे पर संसद में अविश्वास प्रस्ताव लाती है, तो वे उसका ही समर्थन करेंगे । 
train-s6678	पाकिस्तान के राष्ट्रपति परवेज मुशर्रफ ने 	कहा	 है कि कश्मीर के मामले में पाकिस्तान एकतरफा रियायत नहीं देगा । 
train-s6683	उन्होंने 	कहा	 कि अगर भारत लचीलापन दिखाता है तो इसके लिए पाकिस्तान भी तैयार रहेगा । 
train-s6691	यादव ने 	कहा	 कि 25 जून को राजग के कार्यकर्ता पूरे राज्य में इस दिन को काला दिवस के तौर पर मनाएंगे । 
train-s6694	राजद अध्यक्ष लालू प्रसाद यादव को 'लोकतंत्र की हत्या' का जिम्मेदार ठहराते हुए यादव ने 	कहा	 कि राज्य के लोग उन्हें और यूपीए के अन्य नेताओं को इसके लिए कभी माफ नहीं करेंगे । 
train-s6696	केंद्रीय स्वास्थ्य एवं परिवार कल्याण मंत्री अंबुमणि रामदास ने 	कहा	 कि सरकार इस बीमारी पर अंकुश लगाने के लिए अब टिशू कल्चर टीका का उत्पादन शुरू करेगी । 
train-s6698	उन्होंने 	कहा	 कि मरीज की ठीक से देखभाल की जानी जरूरी है । 
train-s6700	उन्होंने सदन को बताया कि मंत्रालय में अधिकारियों से 	कह	 दिया गया है कि इस बीमारी के उन्मूलन के लिए कार्यक्रम बनाएं । 
train-s6701	उन्होंने 	कहा	 कि बीमारी को रोकने के लिए राज्य सरकारों की पहली व सर्वाधिक जिम्मेदारी है । 
train-s6708	उन्होंने 	कहा	 कि इस बीमारी को रोकना अकेले राज्य सरकार के बस में नहीं है । 
train-s6719	बिहार चुनाव को काफी करीब से देखने वाले कमाल फारूखी 	कहते	 हैं कि बिहार या किसी अन्य राज्य में होने वाले चुनाव में मुस्लिम वोटों में विभाजन नहीं होगा । 
train-s6749	हालांकि हुर्रियत के चेयरमैन मीरवाइज उमर फारूख ने 	कहा	 है कि हम जल्दी ही मतभेद दूर करने की कोशिश करेंगे । 
train-s6752	सरकार का 	कहना	 है कि राज्य सरकारें पहले अपने यहां उर्वरकों की वितरण व्यवस्था और गोदामों की स्थिति सुधारें । 
train-s6764	मंत्रालय का 	कहना	 है कि राज्य सरकारें उवर्रकों के वितरण और गोदामों के रखरखाव पर ध्यान दें । 
train-s6766	असम के मुख्यमंत्री तरुण गोगोई ने 	कहा	 कि राज्य से उग्रवाद की समस्या समाप्त कर शांति स्थापित करने के लिए केंद्र और राज्य सरकार प्रतिबंधित उग्रवादी संगठन उल्फा से सीधी बात करने के पक्ष में हैं । 
train-s6802	इसमें ईडीसी समाप्त करने की बात पर मुख्यमंत्री ने संबंधित अधिकारियों को आदेश 	दिए	 कि वे इस मामले पर बैठक बुलाकर इसे निपटाएं । 
train-s6831	एक सवाल के जवाब में उन्होंने 	बताया	 कि लांस नायक यहीं का रहने वाला है और उसका तबादला तीन महीने पहले ही जम्मू कश्मीर से यहां किया गया है । 
train-s6865	गृह राज्यमंत्री ने 	कहा	 कि यूपीए सरकार कश्मीर मुद्दे पर एक आम राय बनाकर जम्मू कश्मीर और देश के हित में काम करेगी । 
train-s6895	उन्होंने बोर्ड के मुख्य कार्यकारी अधिकारी (सीईओ) को निर्देश 	दिया	 कि वे केंद्र व राज्य सरकार के संबंधित मंत्रालयों और यूपी सुन्नी सेंट्रल वक्फ बोर्ड के अधिकारियों की बैठक बुलाकर इस वक्फ संपत्ति ताजमहल की प्रबंध योजना तय करें । 
train-s6906	इतिहास में दर्ज 	है	 कि ताजमहल मुगल और ब्रिटिश काल में बतौर वक्फ संपत्ति दर्ज था । 
train-s6967	भाजपा महासचिव अरुण जेटली ने संवाददाता सम्मेलन में मीडिया में प्रकाशित खबरों के हवाले से 	कहा	 कि सीबीआई के पास क्वात्रोची के खिलाफ अभियोग चलाने के लिए पर्याप्त दस्तावेज उपलब्ध हैं तथा उसके दोनों खातों का बोफोर्स दलाली से संबंध स्थापित करने के लिए भी अलग से सुबूत मौजूद हैं । 
train-s6968	सीबीआई 	चाहती	 थी कि मंत्रालय के विधि अधिकारी के साथ उसका अपना अधिकारी भी जाए पर उसका अनुरोध स्वीकार नहीं किया गया । 
train-s7024	अर्जुन सिंह ने इस प्रतिनिधिमंडल को यह आश्वासन 	दिया	 था कि वह अपने विश्वविद्यालय (अर्जुन सिंह भी इलाहाबाद विश्वविद्यालय के छात्र रहे हैं) को केंद्रीय दर्जा अवश्य दिलाएंगे और इस संबंध में जल्द ही विधेयक लाने का इरादा भी जताया था । 
train-s7025	हालांकि वह पूर्व में कह 	चुके	 हैं कि विधेयक का मसौदा करीब - करीब वही होगा जिसे जोशी ने संसद में पेश किया था । 
train-s7080	बैठक के बाद गृह सचिव वी. के दुग्गल ने 	कहा	 कि गृह मंत्रालय में प्रस्तावित विंग नक्सलियों की निगरानी करेगा । 
train-s7214	पेट्रोलियम मंत्रालय और सार्वजनिक क्षेत्र की तेल कंपनियों के वरिष्ठ अधिकारियों में विस्तृत नजरिए की कमी का आरोप लगाते हुए पंचायती राज मंत्री ने 	कहा	 कि उनकी ओर से सार्वजनिक क्षेत्र की तेल कंपनियों के एकीकरण और पुनर्गठन के सुझाव के लिए गठित तेल सलाहकार समिति को समाप्त करना इसका सुबूत है । 
train-s7215	उन्होंने 	कहा	 कि बदलते हुए भौगोलिक - राजनीतिक परिदृश्य में पेट्रोलियम मंत्रालय और विदेश मंत्रालय में आपसी समझ होना जरूरी है । 
train-s7277	फिलहाल संजय शूटिंग के लिए विदेश गए हैं और 	बताया	 जाता है कि वह १६ नवंबर से चुनाव अभियान में शिरकत करेंगे । 
train-s7278		माना	 जा रहा है कि इस दौरान वह अपनी छोटी बहन के समर्थन में उत्तर - पश्चिम मुंबई में फिल्म स्टारों के एक शो का भी आयोजन करेंगे । 
train-s7279	मुंबई के भाजपा अध्यक्ष विनोद तावड़े ने बातचीत में 	कहा	 कि यदि संजय दत्त ने चुनाव अभियान में भाग लिया तो हम जमकर विरोध करेंगे । 
train-s7325	सियांपी ने पत्रकारों को 	बताया	 कि यात्रा के दौरान उन्हें भारत जैसे शांतिप्रिय देश के साथ संबंध बढ़ाने का मौका मिलेगा । 
train-s7339	भीड़ में शामिल शिक्षक वीरेंद्र शर्मा ने मौजू सवाल 	उठाया	, जब लोग कानून की गिरफ्त में भी सुरक्षित नहीं हैं, तो कहां मिलेगी सुरक्षा । 
train-s7360	एयरटेल की मूल कंपनी भारती का 	कहना	 है कि इस प्लॉन से जो ग्राहक अभी तक प्रिपेड सेवा का इस्तेमाल कर रहे हैं वे इस प्लॉन को चुनेंगे । 
train-s7385	खेर ने 	कहा	 कि वे सरकार की इस ग़ैर - जिम्मेदाराना कार्रवाई को चुपचाप नहीं सहेंगे । 
train-s7505	पाकिस्तान में पिछले हफ्ते जी - २० की बैठक के दौरान हुई बैठकों में वाणिज्य मंत्री कमलनाथ और पाकिस्तान के वाणिज्य मंत्री हुमायूं अख्तर खान ने भी 	पाया	 कि सड़क मार्ग से व्यापार बढ़ाने और पाकिस्तान से मिली अनुमति की पांच आवश्यक वस्तुओं के अलावा भी और सामग्रियों के आदान - प्रदान की जरूरत है । 
train-s7509	फिरोजपुर के सांसद जोरा सिंह मान ने 	कहा	 कि वे इस मुद्दे को शीघ्र ही प्रधानमंत्री मनमोहन सिंह के समक्ष रखेंगे । 
train-s7510	राष्ट्रवादी कांग्रेस पार्टी ने मंगलवार को साफ 	किया	 है कि बिहार में होने वाले आगामी विधानसभा चुनाव में पार्टी गैर भाजपा दलों से चुनावी समझौता करेगी । 
train-s7517	त्रिपाठी ने 	कहा	 कि कई राजनीतिक दलों के नेता पार्टी में आने के इच्छुक हैं । 
train-s7528	पाकिस्तान ने आज इसका संकेत देते हुए 	कहा	 कि प्रधानमंत्री शौकत अजीज की भारत यात्रा के दौरान दोनों देश जनरल परवेज मुशर्रफ के कश्मीर प्रस्ताव पर विचार करेंगे । 
train-s7532	अजीज ने रविवार को 	कहा	 कि वह भारत यात्रा के दौरान प्रधानमंत्री मनमोहन सिंह के साथ कश्मीर समेत विभिन्न मसलों पर बात करेंगे । 
train-s7537	कसूरी ने कहा कि पाकिस्तान 	चाहता	 है कि भारत खुले दिमाग से सामने आए और ऐसा समाधान तलाशा जाए जिसे इतिहास में निर्णायक मोड़ के रूप में याद किया जाए । 
train-s7538	उन्होंने कहा, हम उम्मीद 	करते	 हैं कि यह संभव होगा । 
train-s7541	यह पूछने पर कि इसका क्या यह मतलब निकाला जाए कि पाकिस्तान संयुक्त नियंत्रण के लिए तैयार है, कसूरी ने 	कहा	 कि इस पर टिथी करने के लिए उचित व्यक्ति नहीं हैं । 
train-s7551	अमलगम के अध्यक्ष मीरवायज उमर फारुक ने जामा मस्जिद में यहां कहा कि हुर्रियत कांफ्रेंस सिंह के उस बयान का स्वागत करती है जिसमें 	कहा	 गया था कि कश्मीर पर मुशर्रफ के ताजा प्रस्ताव पर भारत विचार करेगा । 
train-s7554	उन्होंने उम्मीद 	जताई	 कि यूपीए सरकार का रवैया कश्मीर के मामले में हुर्रियत के प्रस्ताव समेत अन्य प्रस्तावों पर और नरम होगा । 
train-s7565	उन्होंने 	कहा	 कि ग्रामीण अर्थव्यवस्था को मजबूत करने के लिए पंचायती राज संस्थानों को मजबूत करना उनकी सरकार की प्राथमिकता में शामिल है । 
train-s7696	उन्होंने 	कहा	 कि आभूषणों की चोरी के बारे में उन्हें कोई जानकारी नहीं है और उन्हें यह भी पता नहीं है कि आखिर चोरी किसने की । 
train-s7701	उन्होंने 	कहा	 कि सांप्रदायिकता के खिलाफ पार्टी के संघर्ष में कोई कमी नहीं आएगी । 
train-s7714	इस पर स्पीकर ने 	कहा	 कि वह इस मुद्दे पर सभी से उचित तरीके से सलाह - मशविरा करेंगे । 
train-s7715	सदन की कार्यवाही स्थगित होने की वजह से समय के नुकसान पर गंभीर चिंता जताते हुए चटर्जी ने 	कहा	 कि सदन की कार्यवाही में पारदर्शिता लाने के लिए वह अगले सप्ताह से प्रत्येक मंगलवार सदन में इस बात की घोषणा करेंगे कि कितना समय बेकार गया । 
train-s7790	महापात्रा ने 	बताया	 कि राज्य के कई हिस्से माओवादियों से प्रभावित हैं । 
train-s7814	खुराना ने आग्रह 	किया	 इस संबंध में केंद्र सरकार यथाशीघ्र दिल्ली को बचाने के लिए अध्यादेश जारी करे । 
train-s7824	विज्ञानियों का कहना 	है	 कि धूमकेतु के धूल के नमूने से ग्रहों की उत्पत्ति के रहस्यों के बारे में जानने में सहूलियत होगी । 
train-s7892	उन्होंने चेतावनी देते हुए 	कहा	 कि इराक में उसकी उपस्थिति से समस्या पैदा होगी जिसका मध्यपूर्व के देशों पर बुरा असर पड़ेगा । 
train-s7908	उन्होंने 	कहा	 कि सरकार मौजूदा बिजली परियोजनाओं पर करीबी नजर रखने के साथ ही ईधन की आपूर्ति से संबंधित वर्तमान अड़चनों को दूर करेगी । 
train-s7912	उन्होंने 	कहा	 कि वर्ष २०१२ तक देश को सक्षम बनाना एक बड़ी चुनौती है, क्योंकि ५.६ करोड़ घरों में अभी भी बिजली की पर्याप्त व्यवस्था नहीं है । 
train-s7927	एबीसी ने 	कहा	 है कि वह बाद में इन टेपों को दिखाएगा । 
train-s7930	टेप में सद्दाम ने 	कहा	 है, आने वाले दिनों में आतंकवाद जनसंहारक हथियारों से लैस होगा । 
train-s7934	टेप में सद्दाम अनुमान 	लगा	 रहे हैं कि जनसंहारक हथियार के साथ आतंकवादी हमलों को रोक पाना बेहद मुश्किल होगा । 
train-s7940	एबीसी न्यूज द्वारा जारी टेप के सारांश के मुताबिक अजीज ने 	कहा	, सर जैविक हथियार बनाना बहुत आसान है । 
train-s7941	एबीसी के मुताबिक अजीज ने 	कहा	, यह काम कोई देश नहीं करेगा और किसी सरकार पर ऐसा आरोप लगाना बेवजह है । 
train-s7962	पुलिस अधिकारियों का 	कहना	 है कि आरोपियों के सट्टेबाजी में लिप्त होने के बारे में उसके पास ठोस साक्ष्य है । 
train-s7969	हालांकि सरकार का 	कहना	 था कि वह पूरे मामले की जांच करवाएगी । 
train-s8072	बयान में 	कहा	 गया था कि कश्मीर में हिंसा बंद होगी और कश्मीर हल में किसी थर्ड पार्टी की बात नहीं होगी । 
train-s8082	इससे पहले जिला उपभोक्ता अदालत ने २८ अप्रैल १९९८ को अपने फैसले में कंपनी को निर्देश 	दिया	 था कि वह निगम दंपति को इलाज और मुकदमे पर हुए खर्च के साथ बीमा राशि का भुगतान करे । 
train-s8097	केंद्रीय प्रत्यक्ष कर बोर्ड (सेंट्रल बोर्ड ऑफ डायरेक्ट टैक्सेज) के अध्यक्ष एम. एस. दरदा ने 	कहा	 है कि सरकार फिंरज बेनेफिट टैक्स (एफबीटी) को वापस नहीं लेगी, मगर प्रक्रिया को और सरल बनाया जाएगा । 
train-s8111	जस्टिस के. जी. बालाकृष्णन और जस्टिस पी. पी. नाओलेकर की खंडपीठ ने छात्रों को 	चेताया	 कि ऐसी किसी भी प्रवेश परीक्षा में बैठने का खतरा वह अपनी जिम्मेदारी पर ही उठाएं । 
train-s8117	ऑल इंडिया मेडिकल एंड इंजीनियरिंग कॉलेजेस एसोसिएशन ने 	कहा	 कि वह उनके खिलाफ दायर अवमानना याचिका पर एक औपचारिक जवाब दायर करेगी । 
train-s8173	उन्होंने पुलिस को निर्देश 	दिया	 कि वह जहीरा को लॉकअप में नमाज अदा करने और घर का खाना उपलब्ध कराने की अनुमति दे । 
train-s8193	राज्य के भवन निर्माण मंत्री मोनाजिर हुसैन ने 	कहा	 कि अब हमारे पास जबरदस्ती बंगला खाली कराने के अलावा और कोई विकल्प नहीं है । 
train-s8204	'आहार' का नेतृत्व कर रहे मंजीत सिंह अबरोल ने 	कहा	 कि याचिका की स्वीकृति पर बुधवार को सुनवाई होगी । 
train-s8218	जबकि मलिक ने बैठक में 	कहा	 कि बातचीत असरदार तभी होगी जब इसमें आतंकी नेताओं को भी शामिल किया जाएगा । 
train-s8258	केन्द्र सरकार का 	मानना	 है कि इस बोर्ड के बन जाने से देश में मछली उत्पादन में काफी वृद्धि होगी और विदेशी मुद्रा कमाने में यह योजना काफी कारगर होगी । 
train-s8268	अधिकारियों का 	मानना	 है कि इस आग पर काबू पाने में अमेरिकी विशेषज्ञों और स्थानीय अग्निशमन कर्मचारियों को कम से कम दो दिन और लगेंगे । 
train-s8272	ओआईएल के महाप्रबंधक जे. के. तालुकदार ने 	कहा	 कि आग पर काबू पाने में हमें कुछ दिन और लगेंगे । 
